6B

|      :date |  :amount |                                    :from |        :id | :sucursal |
|  01/9/2020 |   -150.0 |                          mant big 2020-9 |            |           |
| 01/10/2020 |   -150.0 |                         mant big 2020-10 |            |           |
| 01/11/2020 |   -150.0 |                         mant big 2020-11 |            |           |
| 01/12/2020 |   -150.0 |                         mant big 2020-12 |            |           |
|  01/1/2021 |   -150.0 |                          mant big 2021-1 |            |           |
|  01/2/2021 |   -150.0 |                          mant big 2021-2 |            |           |
|  01/3/2021 |   -150.0 |                          mant big 2021-3 |            |           |
|  01/4/2021 |   -150.0 |                          mant big 2021-4 |            |           |
|  01/5/2021 |   -150.0 |                          mant big 2021-5 |            |           |
|  01/6/2021 |   -150.0 |                          mant big 2021-6 |            |           |
|  01/7/2021 |   -150.0 |                          mant big 2021-7 |            |           |
|  01/8/2021 |   -150.0 |                          mant big 2021-8 |            |           |
|  01/9/2021 |   -150.0 |                          mant big 2021-9 |            |           |
| 01/10/2021 |   -150.0 |                         mant big 2021-10 |            |           |
| 01/11/2021 |   -150.0 |                         mant big 2021-11 |            |           |
| 01/12/2021 |   -150.0 |                         mant big 2021-12 |            |           |
|  01/1/2022 |   -150.0 |                          mant big 2022-1 |            |           |
|  01/2/2022 |   -150.0 |                          mant big 2022-2 |            |           |
|  01/3/2022 |   -150.0 |                          mant big 2022-3 |            |           |
|  01/4/2022 |   -150.0 |                          mant big 2022-4 |            |           |
|  01/5/2022 |   -150.0 |                          mant big 2022-5 |            |           |
|  01/6/2022 |   -150.0 |                          mant big 2022-6 |            |           |
|  01/7/2022 |   -150.0 |                          mant big 2022-7 |            |           |
|  01/8/2022 |   -150.0 |                          mant big 2022-8 |            |           |
|  01/9/2022 |   -150.0 |                          mant big 2022-9 |            |           |
| 01/10/2022 |   -150.0 |                         mant big 2022-10 |            |           |
| 01/11/2022 |   -150.0 |                         mant big 2022-11 |            |           |
| 01/12/2022 |   -150.0 |                         mant big 2022-12 |            |           |


 quotas: -6450
 paid: 15878
 balance: 9428
